PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
101106,Czech Republic, ,Don't know, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable
101107,Czech Republic, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Worsen a little,Worse off,Don't know,Don't know,Somewhat unfavorable,Refused,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Refused,Refused
101108,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know
101109,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Worsen a lot,Don't know,Don't know,Don't know,Don't know,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat unfavorable
101110,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101111,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101112,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
101113,Czech Republic, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable
101114,Czech Republic, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101115,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Remain the same,Worse off,Don't know,Don't know,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
101116,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Don't know,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
101117,Czech Republic, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Very unfavorable
101118,Czech Republic, ,Dissatisfied, , ,Somewhat good,Worsen a little,Very good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable
101119,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101120,Czech Republic, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Don't know,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
101121,Czech Republic, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
101122,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
101123,Czech Republic, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101124,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Refused,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101125,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable
101126,Czech Republic, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable
101127,Czech Republic, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Somewhat favorable,Refused,Don't know,Don't know,Don't know
101128,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Refused,Refused,Don't know,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat unfavorable
101129,Czech Republic, ,Don't know, , ,Somewhat bad,Don't know,Somewhat bad,Don't know,Don't know,Somewhat unfavorable,Don't know,Don't know,Very unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know
101130,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
101131,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Don't know,Don't know,Very unfavorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know
101132,Czech Republic, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
101133,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Very bad,Worsen a little,Refused,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Refused
101134,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101135,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a lot,Worse off,Very unfavorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable
101136,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable
101137,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Very bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
101138,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
101139,Czech Republic, ,Satisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable
101140,Czech Republic, ,Don't know, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
101141,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Don't know,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable
101142,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Don't know,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
101143,Czech Republic, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101144,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable
101145,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Improve a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Refused,Refused,Refused,Somewhat unfavorable,Refused,Somewhat unfavorable,Refused
101146,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101147,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101148,Czech Republic, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101149,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Don't know,Don't know,Somewhat unfavorable,Very unfavorable
101150,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable
101151,Czech Republic, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Don't know,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101152,Czech Republic, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable
101153,Czech Republic, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat bad,Improve a lot,Worse off,Very favorable,Very favorable,Very favorable,Very unfavorable,Don't know,Somewhat favorable,Don't know,Don't know,Very unfavorable
101154,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Don't know,Don't know,Somewhat unfavorable,Don't know,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Don't know
101155,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101156,Czech Republic, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Worsen a little,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101157,Czech Republic, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101158,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a lot,Worse off,Very favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Very unfavorable
101159,Czech Republic, ,Satisfied, , ,Very good,Remain the same,Somewhat bad,Remain the same,Worse off,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Don't know,Very unfavorable,Very unfavorable
101160,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101161,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
101162,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Don't know,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know
101163,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
101164,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Somewhat unfavorable
101165,Czech Republic, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
101166,Czech Republic, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable
101167,Czech Republic, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
101168,Czech Republic, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Don't know
