PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L
118468,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a little,Same (Volunteered),Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118469,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
118470,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable, ,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
118471,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118472,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Don't know,Don't know,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
118473,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118474,Lebanon, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very favorable,Very favorable, ,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118475,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118476,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118477,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118478,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Worsen a lot,Worse off,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
118479,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118480,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118481,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118482,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118483,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118484,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Remain the same,Don't know,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118485,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118486,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Don't know,Very unfavorable,Don't know
118487,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118488,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very favorable,Very unfavorable
118489,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118490,Lebanon, ,Satisfied, , ,Very good,Remain the same,Somewhat good,Remain the same,Better off,Very unfavorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable
118491,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118492,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Don't know,Somewhat unfavorable,Somewhat unfavorable
118493,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable
118494,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable
118495,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable
118496,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118497,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118498,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable
118499,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118500,Lebanon, ,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Remain the same,Better off,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118501,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Worsen a lot,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118502,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Remain the same,Same (Volunteered),Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118503,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118504,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable
118505,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable
118506,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable
118507,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable
118508,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
118509,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118510,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable
118511,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118512,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118513,Lebanon, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable
118514,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
118515,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable
118516,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Same (Volunteered),Somewhat unfavorable,Very unfavorable,Very favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118517,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable
118518,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Don't know,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Very favorable,Very favorable,Very unfavorable
118519,Lebanon, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
118520,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Don't know,Very unfavorable,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
118521,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable
118522,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable, ,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable
118523,Lebanon, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable, ,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable
118524,Lebanon, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable, ,Very unfavorable,Don't know,Somewhat favorable,Very unfavorable
118525,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a little,Very bad,Remain the same,Don't know,Somewhat favorable,Very favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Don't know,Very unfavorable,Very unfavorable
118526,Lebanon, ,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable, ,Very unfavorable,Very favorable,Very unfavorable,Very unfavorable
