PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G
101824,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101825,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101826,South Korea, ,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable
101827,South Korea, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101828,South Korea, ,Don't know, , ,Somewhat good,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable
101829,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101830,South Korea, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101831,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101832,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101833,South Korea, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101834,South Korea, ,Don't know, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Don't know,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101835,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101836,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Worsen a lot,Worse off,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
101837,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101838,South Korea, ,Dissatisfied, , ,Somewhat good,Worsen a little,Somewhat bad,Worsen a little,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101839,South Korea, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101840,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101841,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Somewhat favorable
101842,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101843,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Worsen a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
101844,South Korea, ,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable
101845,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101846,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a lot,Somewhat bad,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Somewhat unfavorable
101847,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Don't know,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101848,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101849,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101850,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable
101851,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Worsen a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101852,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101853,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101854,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101855,South Korea, ,Satisfied, , ,Somewhat bad,Remain the same,Don't know,Remain the same,Better off,Somewhat favorable,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable
101856,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable
101857,South Korea, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat bad,Don't know,Better off,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
101858,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101859,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101860,South Korea, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
101861,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat unfavorable,Don't know,Somewhat favorable
101862,South Korea, ,Satisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101863,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a lot,Very good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101864,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a lot,Better off,Somewhat unfavorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
101865,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101866,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Don't know,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101867,South Korea, ,Dissatisfied, , ,Somewhat bad,Don't know,Somewhat bad,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101868,South Korea, ,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101869,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable
101870,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101871,South Korea, ,Satisfied, , ,Somewhat good,Worsen a little,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
101872,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101873,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Very bad,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable
101874,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101875,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101876,South Korea, ,Don't know, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Better off,Very favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Somewhat favorable,Don't know
101877,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101878,South Korea, ,Satisfied, , ,Somewhat bad,Worsen a little,Don't know,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101879,South Korea, ,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a lot,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable
101880,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101881,South Korea, ,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Remain the same,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101882,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101883,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Better off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable
101884,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable
101885,South Korea, ,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know
101886,South Korea, ,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101887,South Korea, ,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat bad,Remain the same,Better off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101888,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable
101889,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
101890,South Korea, ,Satisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
101891,South Korea, ,Dissatisfied, , ,Somewhat bad,Worsen a little,Very bad,Worsen a little,Same (Volunteered),Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
101892,South Korea, ,Satisfied, , ,Somewhat bad,Improve a little,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Don't know
101893,South Korea, ,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Improve a little,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable
