PSRAID,COUNTRY,PHONETYPE,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I
100111,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very good,Improve a lot,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable
100112,United States,landline,Satisfied, , ,Somewhat good,Worsen a lot,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Refused,Refused,Refused,Refused,Refused,Refused,Refused
100113,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat bad,Worsen a lot,Worse off,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Don't know,Very favorable
100114,United States,landline,Dissatisfied, , ,Very bad,Remain the same,Very bad,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Don't know,Very favorable
100115,United States,landline,Dissatisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Worse off,Somewhat favorable,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100116,United States,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100117,United States,landline,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Refused,Very favorable,Very favorable,Somewhat unfavorable,Refused,Refused,Refused,Refused,Refused
100118,United States,landline,Satisfied, , ,Somewhat bad,Worsen a lot,Somewhat good,Remain the same,Better off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know
100119,United States,landline,Dissatisfied, , ,Somewhat good,Remain the same,Somewhat good,Remain the same,Don't know,Very favorable,Very favorable,Refused,Somewhat favorable,Refused,Refused,Somewhat favorable,Refused,Refused
100120,United States,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat unfavorable,Don't know,Don't know,Somewhat unfavorable,Don't know,Somewhat unfavorable
100121,United States,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know
100122,United States,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100123,United States,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Very good,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Very favorable,Very favorable
100124,United States,landline,Dissatisfied, , ,Very bad,Remain the same,Somewhat bad,Remain the same,Worse off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable
100125,United States,landline,Refused, , ,Somewhat good,Improve a little,Very good,Improve a little,Refused,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Refused,Very favorable,Refused
100126,United States,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
100127,United States,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Improve a little,Same (Volunteered),Very unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
100128,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Improve a little,Worse off,Don't know,Somewhat unfavorable,Don't know,Don't know,Refused,Refused,Don't know,Don't know,Don't know
100129,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Very favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable
100130,United States,landline,Satisfied, , ,Don't know,Improve a little,Somewhat good,Remain the same,Refused,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100131,United States,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Refused,Somewhat unfavorable,Somewhat unfavorable,Refused,Somewhat favorable
100132,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Somewhat favorable,Don't know,Don't know,Don't know,Don't know,Somewhat unfavorable,Don't know,Don't know
100133,United States,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Very favorable,Somewhat favorable,Don't know,Don't know
100134,United States,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable
100135,United States,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
100136,United States,landline,Dissatisfied, , ,Somewhat good,Improve a lot,Very bad,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Refused,Refused,Refused,Very favorable,Refused,Very favorable
100137,United States,landline,Don't know, , ,Somewhat bad,Improve a lot,Somewhat bad,Improve a lot,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable
100138,United States,landline,Satisfied, , ,Very bad,Improve a little,Very bad,Improve a little,Better off,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable
100139,United States,landline,Dissatisfied, , ,Very bad,Improve a little,Somewhat bad,Remain the same,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Don't know,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable
100140,United States,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Don't know,Don't know,Somewhat unfavorable,Don't know,Don't know
100141,United States,landline,Satisfied, , ,Somewhat good,Improve a little,Very good,Improve a little,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable
100142,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a lot,Worse off,Very unfavorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable,Very favorable
100143,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Worsen a little,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Somewhat favorable
100144,United States,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat good,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Very favorable
100145,United States,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Better off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
100146,United States,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
100147,United States,landline,Dissatisfied, , ,Somewhat bad,Remain the same,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat unfavorable
100148,United States,landline,Satisfied, , ,Somewhat good,Improve a little,Somewhat good,Improve a little,Worse off,Very favorable,Very favorable,Don't know,Don't know,Don't know,Very favorable,Very favorable,Don't know,Don't know
100149,United States,landline,Satisfied, , ,Somewhat bad,Improve a lot,Very good,Remain the same,Better off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
100150,United States,landline,Satisfied, , ,Somewhat good,Improve a lot,Somewhat good,Improve a lot,Better off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable
100151,United States,landline,Dissatisfied, , ,Very bad,Remain the same,Somewhat good,Improve a little,Worse off,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Don't know,Very unfavorable,Very unfavorable,Very favorable
100152,United States,landline,Dissatisfied, , ,Somewhat bad,Worsen a little,Somewhat bad,Improve a little,Worse off,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100153,United States,landline,Dissatisfied, , ,Somewhat good,Worsen a lot,Very good,Worsen a little,Worse off,Very favorable,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100154,United States,landline,Satisfied, , ,Very good,Improve a lot,Very good,Improve a little,Worse off,Somewhat favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable
100155,United States,landline,Dissatisfied, , ,Somewhat bad,Don't know,Refused,Remain the same,Don't know,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Refused,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable
100156,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Very bad,Worsen a little,Worse off,Refused,Very favorable,Somewhat unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat favorable
100157,United States,landline,Refused, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat favorable
100158,United States,landline,Satisfied, , ,Very good,Remain the same,Somewhat good,Remain the same,Better off,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable
100159,United States,landline,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat good,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Very unfavorable,Refused,Somewhat favorable
100160,United States,landline,Dissatisfied, , ,Very good,Improve a little,Very bad,Worsen a little,Worse off,Somewhat favorable,Somewhat unfavorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know,Don't know,Somewhat favorable
100161,United States,landline,Dissatisfied, , ,Very bad,Worsen a lot,Somewhat good,Remain the same,Worse off,Very favorable,Very favorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Very favorable
100162,United States,landline,Dissatisfied, , ,Somewhat bad,Improve a little,Somewhat good,Remain the same,Worse off,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100163,United States,landline,Satisfied, , ,Somewhat good,Don't know,Somewhat bad,Remain the same,Worse off,Somewhat favorable,Somewhat favorable,Don't know,Very unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know
100164,United States,landline,Satisfied, , ,Somewhat bad,Remain the same,Somewhat good,Improve a little,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Don't know,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,Don't know
100165,United States,landline,Dissatisfied, , ,Somewhat good,Improve a little,Somewhat bad,Worsen a little,Worse off,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Somewhat unfavorable
100166,United States,landline,Don't know, , ,Somewhat bad,Worsen a little,Somewhat bad,Remain the same,Don't know,Somewhat favorable,Somewhat unfavorable,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know
100167,United States,landline,Dissatisfied, , ,Somewhat good,Improve a little,Very good,Remain the same,Worse off,Very favorable,Somewhat unfavorable,Very unfavorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable
100168,United States,landline,Dissatisfied, , ,Very bad,Worsen a little,Somewhat bad,Remain the same,Worse off,Very favorable,Somewhat favorable,Don't know,Somewhat unfavorable,Don't know,Don't know,Somewhat favorable,Don't know,Somewhat favorable
